id,name,description,media_url,image_name,latitude,longitude,category
249,Punt Road Oval,"Camping site - In 1850 the Richmond Cricket Club was given occupancy rights to six acres for a cricket ground on the eastern side of the Government Paddock at Yarra Park, an area used by Aboriginals until 1835.",,,-37.822131,144.988205,Indigenous Heritage
250,South Bank of the Yarra River (Princes Bridge and Punt Road),"Camping site - Known Camp Sites of the Bun wurrung, Daung wurrung and Woi wurrung.",,,-37.8199506,144.9684459,Indigenous Heritage
251,Site of 'Aboriginal House',Site of building - This community facility housed important meeetings such as that in July 1973 when Victorian Aboriginal Health Service (VAHS) founders held a special meeting at to discuss plans for the establishment of a VAHS building.,,,-37.8177099,144.9558783,Indigenous Heritage
252,Royal Park and Princes Park - to both sides of Royal Parade,"Camping site - A preferred camp area for all Aboriginal groups, within which areas of the pre-1836 landscape are understood to survive.",,,-37.78894622,144.9587846,Indigenous Heritage
253,Royal Park Camp,"Camping site - An important Aboriginal camping ground at which William Kyle, who arrived at Port Phillip in 1841, records a gathering in 1861 attended by the Wada Wurrung, Woi Wurrung and Gippsland Tribes.",,,-37.781061,144.95221,Indigenous Heritage
254,Melbourne General Cemetery Camp,"Camping site - William Kyle, who arrived at Port Phillip in 1841, records the Corio and other western district tribes camping on the hill now occupied by the cemetery.",,,-37.78865794,144.9653506,Indigenous Heritage
255,Site of Jimmy Dunbar's Grave,"Grave; Memorial - Jimmy/James Dunbar was recognised as the 'last of the Bunurong Tribe' and died on the 5th March 1877, he was buried in the Melbourne General Cemetary, however the exact location remains unknown.",,,-37.78981952,144.965415,Indigenous Heritage
256,Collins Street Baptist Church,"Building - On Tuesday 12th May 1846, the Merri Creek Aboriginal School Committee held a Public Meeting at the Collins Street Baptist Church, at which 13 Aboriginal boys and seven girls performed.",,,-37.814767,144.967763,Indigenous Heritage
257,'Save the Aboriginal Committee' office,Site of building - The location of the first office for the Aboriginal Advancement League.,,,-37.8154475,144.9696754,Indigenous Heritage
258,Site of Cattle Sheds,"Site of building - The 1862 Second Report of the Board of the Protection of Aborigines recorded the provision of rations 'for the blacks at the cattle sheds, Melbourne'.",,,-37.8161129,144.9527433,Indigenous Heritage
259,Site of Lambs Inn,"Site of building - George Smith, the owner of the inn, had two Aboriginal employees, Boudeour and Mingyurer (Mr Mann).",,,-37.8177249,144.9590814,Indigenous Heritage
260,Punt Bridge Corroboree,"Corroboree Location - The site of a wooden toll bridge built by Patrick Doherty (1846-50), at which a corroboree was held.",,,-37.81888696,144.9675608,Indigenous Heritage
261,Flinders Park (Birrirung Marr),Meeting place - The Australian Aboriginal League used to run meetings every Sunday at Flinders Park.,,,-37.81932767,144.9756825,Indigenous Heritage
262,Narm-Jaap (Queen's Wharf),"Aboriginal Named Area - According to the 'Ballarat Star' of 8th June 1864, after J.L. Currie, the Aboriginal word 'Narm-Jaap' refers to the Tea Tree Scrub where the Queen's Wharf stood in 1864.",,,-37.82015,144.959471,Indigenous Heritage
263,Site of Benbow's Hut,"Site of building - Benbow was apparently employed by Batman, and maintained a hut in Batman's garden.",,,-37.821889,144.956537,Indigenous Heritage
264,Turneet (Rivolla or Rivolia),Aboriginal Named Area - n 1840 Chief Protector George Augustus Robinson purchased eight hectares on land which the local Aboriginal people said was called 'Turneet'.,,,-37.82292956,144.964149,Indigenous Heritage
265,Lonsdale's Paddock / Mounted Police Barracks,Native Police Barracks - By 1838 the Native Police Corps has been established at a paddock here.,,,-37.82178545,144.985714,Indigenous Heritage
266,Governor General's Camp,Camping site - William Kyle records the Westernport tribes camping at what became the location of the Governor General's Residence in the mid 19th century.,,,-37.82785326,144.9773347,Indigenous Heritage
267,Yarra Mission,"Site of Mission - The Yarra Mission was set up in March 1837 by George Langhorne, an Anglican Minister, at the Port Philllip Settlement.",,,-37.83125983,144.984169,Indigenous Heritage
268,Statue of Pastor Sir Doug and Lady Gladys Nicholls,Memorial - A Statue of Sir Pastor Douglas and Lady Gladys Nicholls in honour of the work they accomplished and the effect they had on the future of the Aboriginal People of Australia.,,,-37.80969,144.973058,Indigenous Heritage
269,Sculpture - Painted Poles,Contemporary Art; Cultural Tour - Three poles dipicting the Rainbow Serpent and other native Australian animals.,,,-37.813088,144.965026,Indigenous Heritage
270,Birrarung Wilam [Common Ground] (Sculpture),Contemporary Art; Aboriginal Named Area  - An environmental project that celebrates the physical and spiritual links between Aboriginal People and their land.,,,-37.817979,144.969058,Indigenous Heritage
271,Scar: A Stolen Vision (Sculpture),Contemporary Art; Cultural Tour; Memorial - An artwork incorporating seven visual artists to create contemporary works that convey tradition and underscore continuity with past practices,,,-37.82015,144.959471,Indigenous Heritage
272,The Travellers (Sculpture),Contemporary Art; Bulding - A scuplture that celebrates the presence of Aboriginal people and the continuous migration to multicultural Australia.,,,-37.820201,144.962829,Indigenous Heritage
273,Eel Trap (Sculpture),Contemporary Art; - A sculpture made to celebrate the importance of the eel trap and the eel as a food source in Aboriginal cultural life.,,,-37.817979,144.969058,Indigenous Heritage
274,Reed Vessel (Sculpture),Contmeporary Art; Memorial - A sculpture that achknowledges the history of the site on which it is located as well as the continuing migration of different cultures to Australia.,,,-37.8212777,144.9463315,Indigenous Heritage
275,Webb Bridge,"Contemporary Art; Building - A design to honour the importance of the eel trap to Indigenous life, and the eel as a staple part of the diet of Aboriginal people.",,,-37.8233525,144.9472794,Indigenous Heritage
276,Sandridge Bridge,Meeting Place; Building - Sandridge Bridge is associated with an Aboriginal meeting ground and the landing point where many settlers first landed.,,,-37.820201,144.962829,Indigenous Heritage
277,Lie of the Land,"Building; Contemporary Art; Memorial - Lie of the Land is a sculpture with a sound installation that hauntingly tells the story of the effect of colonisation on the Indigenous people in Australia, and around the world.",,,-37.803646,144.972942,Indigenous Heritage
278,Old Melbourne Gaol Crime & Justice Experience,Art Gallery/Museum,,,-37.80776441,144.9654639,Galleries and Museums
279,Polly Woodside,Art Gallery/Museum,,,-37.82425743,144.9534781,Galleries and Museums
280,Australian Centre for Contemporary Art,Art Gallery/Museum,,,-37.82660454,144.9672529,Galleries and Museums
281,Victorian Arts Centre,Art Gallery/Museum,,,-37.82199473,144.9688373,Galleries and Museums
282,The Ian Potter Centre: NGV Australia,Art Gallery/Museum,,,-37.81748314,144.969899,Galleries and Museums
283,Thoroughbred Racing Gallery,Art Gallery/Museum,,,-37.81886627,144.9839701,Galleries and Museums
284,Fox Classic Car Collection,Art Gallery/Museum,,,-37.82137443,144.9484967,Galleries and Museums
285,Melbourne Museum,Art Gallery/Museum,,,-37.80355181,144.9716907,Galleries and Museums
286,National Sports Museum,Art Gallery/Museum,,,-37.81895449,144.9846698,Galleries and Museums
287,Sinclair's Cottage,Art Gallery/Museum,,,-37.81454075,144.980555,Galleries and Museums
288,Victoria Police Museum,Art Gallery/Museum,,,-37.82221828,144.95404,Galleries and Museums
289,Immigration Museum,Art Gallery/Museum,,,-37.81917988,144.9604268,Galleries and Museums
290,Fire Services Museum Victoria,Art Gallery/Museum,,,-37.80857613,144.9753737,Galleries and Museums
291,The Ian Potter Museum Of Art,Art Gallery/Museum,,,-37.79739396,144.9641567,Galleries and Museums
292,Koorie Heritage Trust Inc,Art Gallery/Museum,,,-37.81338543,144.9540279,Galleries and Museums
293,Cooks' Cottage,Art Gallery/Museum,,,-37.81446049,144.9794713,Galleries and Museums
294,Royal Exhibition Building,Art Gallery/Museum,,,-37.80460262,144.9715219,Galleries and Museums
295,Australian Centre For The Moving Image (ACMI),Art Gallery/Museum,,,-37.81761073,144.9690704,Galleries and Museums
296,The Museum Of Australian Chinese History,Art Gallery/Museum,,,-37.81076861,144.9692339,Galleries and Museums
297,Melbourne Exhibition Centre,Function/Conference/Exhibition Centre,,,-37.82524551,144.9543524,Galleries and Museums
298,Melbourne Convention Centre,Function/Conference/Exhibition Centre,,,-37.82490405,144.9522883,Galleries and Museums
299,Central Pier,Function/Conference/Exhibition Centre,,,-37.81651773,144.943475,Galleries and Museums
300,Dallas Brooks Centre,Function/Conference/Exhibition Centre,,,-37.80973741,144.9813834,Galleries and Museums
301,Kangan Batman Tafe,Further Education,,,-37.82218182,144.9489085,Education Centres
302,Carlton Gardens Primary School,Primary Schools,,,-37.80209538,144.9694063,Education Centres
303,Carlton Primary School,Primary Schools,,,-37.79590798,144.9701473,Education Centres
304,Kensington Primary School,Primary Schools,,,-37.7925235,144.9271087,Education Centres
305,North Melbourne Primary School,Primary Schools,,,-37.79867372,144.9510658,Education Centres
306,Wesley College,School - Primary and Secondary Education,,,-37.84852018,144.9822278,Education Centres
307,Melbourne Girls Grammar School,School - Primary and Secondary Education,,,-37.83153645,144.9850894,Education Centres
308,Melbourne Grammar School,Secondary Schools,,,-37.8342561,144.976285,Education Centres
309,University High School,Secondary Schools,,,-37.79731362,144.9560344,Education Centres
310,University of Melbourne (VCA and Music),Tertiary (University),,,-37.82411377,144.9693325,Education Centres
311,BIO 21 Institute,Tertiary (University),,,-37.79787433,144.9537803,Education Centres
312,University of Melbourne,Tertiary (University),,,-37.79828923,144.9609952,Education Centres
313,RMIT University,Tertiary (University),,,-37.80807954,144.964453,Education Centres
314,State Library Victoria,Public Buildings,,,-37.80998522,144.9643303,Community Buildings
315,Supreme Court,Public Buildings,,,-37.81414942,144.957894,Community Buildings
316,Melbourne Town Hall,Public Buildings,,,-37.81507548,144.9665427,Community Buildings
317,Sidney Myer Music Bowl,Public Buildings,,,-37.82334716,144.9746862,Community Buildings
318,Melbourne Theatre Company,Public Buildings,,,-37.82393038,144.9682974,Community Buildings
319,Elisabeth Murdoch Hall,Public Buildings,,,-37.82397337,144.967451,Community Buildings
320,Melbourne Recital Centre,Public Buildings,,,-37.82383279,144.9676827,Community Buildings
321,NGV International,Public Buildings,,,-37.8230135,144.9693425,Community Buildings
322,Shrine of Remembrance,Public Buildings,,,-37.830208,144.9734419,Community Buildings
323,Commonwealth Law Courts,Public Buildings,,,-37.81239617,144.9558238,Community Buildings
324,Conservatory,Public Buildings,,,-37.81400213,144.9785597,Community Buildings
325,Melbourne Childrens Court,Public Buildings,,,-37.81250776,144.9582989,Community Buildings
326,County Court Melbourne,Public Buildings,,,-37.81320116,144.9577342,Community Buildings
327,Melbourne Visitor Booth,Visitor Centre,,,-37.81395251,144.9644259,Community Buildings
328,Melbourne Visitor Centre,Visitor Centre,,,-37.81773524,144.9679371,Community Buildings
329,Webb Bridge,Bridge,,,-37.82320524,144.947291,Transport
330,New Quay Marina,Marina,,,-37.81529255,144.9422837,Transport
331,Flemington Bridge Railway Station,Railway Station,,,-37.78816459,144.9392778,Transport
332,Southern Cross Railway Station,Railway Station,,,-37.81816331,144.9529447,Transport
333,Flagstaff Railway Station,Railway Station,,,-37.81223565,144.9563182,Transport
334,Parliament Railway Station,Railway Station,,,-37.81160618,144.9730173,Transport
335,Richmond Railway Station (Richmond) - Train stop,Railway Station,,,-37.82389927,144.9894008,Transport
336,Jolimont-MCG Railway Station (East Melbourne) - Train stop,Railway Station,,,-37.81656518,144.983641,Transport
337,Macaulay Railway Station (North Melbourne) - Train stop,Railway Station,,,-37.794964,144.9361908,Transport
338,Kensington Railway Station,Railway Station,,,-37.79391401,144.9307102,Transport
339,South Kensington Railway Station,Railway Station,,,-37.79972705,144.9258377,Transport
340,Royal Park Railway Station,Railway Station,,,-37.78126843,144.9516678,Transport
341,Parliament Railway Station,Railway Station,,,-37.81215728,144.973742,Transport
342,Parliament Railway Station,Railway Station,,,-37.81276211,144.9734338,Transport
343,Parliament Railway Station,Railway Station,,,-37.80957622,144.9723301,Transport
344,Flagstaff Railway Station,Railway Station,,,-37.81163844,144.9561187,Transport
345,Melbourne Central Railway Station,Railway Station,,,-37.80977593,144.9626701,Transport
346,Melbourne Central Railway Station,Railway Station,,,-37.81059924,144.9616906,Transport
347,Melbourne Central Railway Station,Railway Station,,,-37.810893,144.9631007,Transport
348,Flemington Racecourse Railway Station,Railway Station,,,-37.78691058,144.9081907,Transport
349,Showgrounds Railway Station (Flemington),Railway Station,,,-37.78346512,144.9149026,Transport
350,Newmarket Railway Station,Railway Station,,,-37.78727262,144.92906,Transport
351,Flinders Street Railway Station,Railway Station,,,-37.8179063,144.9670648,Transport
352,Melbourne Central Railway Station,Railway Station,,,-37.8100167,144.9637893,Transport
353,North Melbourne Railway Station,Railway Station,,,-37.80738236,144.9424298,Transport
354,Port of Melbourne,Transport Terminal,,,-37.81373844,144.9175343,Transport
355,Kangan Batman Tafe,Further Education,,,-37.82218182,144.9489085,Education Centres
356,Carlton Gardens Primary School,Primary Schools,,,-37.80209538,144.9694063,Education Centres
357,Carlton Primary School,Primary Schools,,,-37.79590798,144.9701473,Education Centres
358,Kensington Primary School,Primary Schools,,,-37.7925235,144.9271087,Education Centres
359,North Melbourne Primary School,Primary Schools,,,-37.79867372,144.9510658,Education Centres
360,Wesley College,School - Primary and Secondary Education,,,-37.84852018,144.9822278,Education Centres
361,Melbourne Girls Grammar School,School - Primary and Secondary Education,,,-37.83153645,144.9850894,Education Centres
362,Melbourne Grammar School,Secondary Schools,,,-37.8342561,144.976285,Education Centres
363,University High School,Secondary Schools,,,-37.79731362,144.9560344,Education Centres
364,University of Melbourne (VCA and Music),Tertiary (University),,,-37.82411377,144.9693325,Education Centres
365,BIO 21 Institute,Tertiary (University),,,-37.79787433,144.9537803,Education Centres
366,University of Melbourne,Tertiary (University),,,-37.79828923,144.9609952,Education Centres
367,RMIT University,Tertiary (University),,,-37.80807954,144.964453,Education Centres
368,2000 year old Gladiator helmet unveiled in Melbourne,03/06/05 - [link](http://www.abc.net.au/local/photos/2009/06/04/2589654.htm),,,-37.803646,144.972942,ABC News
369,A change of uniform,23/01/07 - [link](http://www.abc.net.au/local/photos/2011/01/24/3119724.htm),,,-37.802422,144.961498,ABC News
370,A premiership tradition,21/09/05 - [link](http://www.abc.net.au/local/photos/2009/09/22/2693204.htm),,,-37.819021,144.984052,ABC News
371,ABC Community Concert: Sunday March 1 Myer Music Bowl,03/03/05 - [link](http://www.abc.net.au/local/photos/2009/03/04/2507366.htm),,,-37.823328,144.974673,ABC News
372,Alan Brough broadcasts from the Children's Book Festival at the State Library,07/04/07 - [link](http://www.abc.net.au/local/photos/2011/04/08/3185987.htm) - Spot the dog gives a hug at the Children's Book Festival - Copyright: ABC | Source: ABC Local | Byline: Peter Giafis,http://www.abc.net.au/reslib/201104/r746875_6157785.jpg,,-37.80984329,144.9652004,ABC News
373,Alan Brough is an Aussie!,01/12/05 - [link](http://www.abc.net.au/local/photos/2009/12/02/2759660.htm),,,-37.803638,145.005069,ABC News
374,Apology to the Stolen Generations: six years on thousands gather to remember and celebrate,13/02/10 - [link](http://www.abc.net.au/local/photos/2014/02/14/3944948.htm) - The great Archie Roach entrances the audience. - Copyright: ABC | Source: ABC Local | Byline: Lily Partland,http://www.abc.net.au/reslib/201402/r1237023_16366453.jpg,,-37.82348254,144.974674,ABC News
375,Brett Sheehy launches his last Melbourne Festival program,"29/07/08 - [link](http://www.abc.net.au/local/photos/2012/07/30/3556721.htm) - Never Did Me Any Harm, a dance work inspired by Christos Tsiokas's The Slap, is supported by 774 ABC Melbourne - Copyright: ABC | Source: Supplied | Byline: Publicity Still",http://www.abc.net.au/reslib/201207/r980481_10723088.jpg,,-37.8219719,144.9707365,ABC News
376,Cadel Evans welcomed back to Melbourne: Photos,"11/08/07 - [link](http://www.abc.net.au/local/photos/2011/08/12/3292291.htm) - Cadel Evans rides down St Kilda Rd in Melbourne, greeting the crowd - Copyright: ABC | Source: ABC Local | Byline: Simon Leo Brown",http://www.abc.net.au/reslib/201108/r812905_7283871.JPG,,-37.83090392,144.9713802,ABC News
377,CFA team up with AFL Victoria,22/06/05 - [link](http://www.abc.net.au/local/photos/2009/06/23/2606326.htm),,,-37.85569,145.164062,ABC News
378,Charcoal Lane opens its doors.,20/07/05 - [link](http://www.abc.net.au/local/photos/2009/07/21/2632333.htm),,,-37.806034,144.978888,ABC News
379,Commemorating the battle for Australia,01/09/05 - [link](http://www.abc.net.au/local/photos/2009/09/02/2674682.htm),,,-37.7061714,145.0986198,ABC News
380,Countdown's 40th Anniversary listener event,13/11/10 - [link](http://www.abc.net.au/local/photos/2014/11/14/4128992.htm) - Red Symons and Mark Holden reminisce the Countdown days and welcome guests in the original Countdown Studio - Copyright: AAP | Source: | Byline:,http://www.abc.net.au/reslib/201411/r1355979_19027954.jpg,,-37.787984,144.890538,ABC News
381,Dark Matter,10/06/05 - [link](http://www.abc.net.au/local/photos/2009/06/11/2595607.htm),,,-37.817378,144.96866,ABC News
382,Father Bobs' deadline,16/09/05 - [link](http://www.abc.net.au/local/photos/2009/09/17/2689011.htm),,,-37.844628,144.951305,ABC News
383,Grand Final parade live broadcast,24/09/05 - [link](http://www.abc.net.au/local/photos/2009/09/25/2696573.htm),,,-37.81808392,144.9690977,ABC News
384,Happy Birthday from 3LO,09/01/09 - [link](http://www.abc.net.au/local/photos/2013/01/10/3667594.htm) - Text reads: 3LO wishes you just the happiest of birthdays - Copyright: ABC | Source: ABC | Byline: Archival,http://www.abc.net.au/reslib/201301/r1057406_12349294.jpg,,-37.822262,145.032331,ABC News
385,Hilary runs away to the circus,06/01/05 - [link](http://www.abc.net.au/local/photos/2009/01/07/2460987.htm),,,-37.81594598,144.9668205,ABC News
386,Hosier Lane splashed with street art makeover,07/11/09 - [link](http://www.abc.net.au/local/photos/2013/11/08/3886950.htm) - A Melbourne street artist paints Hosier Lane in black before the new mural is applied. - Copyright: ABC | Source: ABC | Byline: Alyssa Allen,http://www.abc.net.au/reslib/201311/r1199275_15507439.jpg,,-37.8165452,144.9691634,ABC News
387,Just before dawn photo competition winner announced,24/05/05 - [link](http://www.abc.net.au/local/photos/2009/05/25/2579938.htm),,,-37.81663674,144.9692318,ABC News
388,Kids Red Carpet Gala in pictures,"10/04/10 - [link](http://www.abc.net.au/local/photos/2014/04/11/3983722.htm) - Red Symons and Raf Esptein with Puss in Boots, Kung Fu Panda, Shrek and Alex the Lion on the Red Carpet. - Copyright: ABC | Source: ABC Local | Byline: Karen Brookes",http://www.abc.net.au/reslib/201404/r1262101_16913673.jpg,,-37.817462,144.969567,ABC News
389,Lindy and lucky listeners' Longest Lunch,15/03/05 - [link](http://www.abc.net.au/local/photos/2009/03/16/2517169.htm),,,-37.82292108,144.9575937,ABC News
390,Live from Pompeii,13/09/05 - [link](http://www.abc.net.au/local/photos/2009/09/14/2685477.htm),,,-37.8035324,144.9727381,ABC News
391,Lucky Diamond Rich,"26/01/07 - [link](http://www.abc.net.au/local/photos/2011/01/27/3122905.htm) - Lucky Diamond Rich, the world's most tattooed person, participating in the Rites of Passage Festival 28-30 Jan at the Royal Exhibition Centre - Copyright: ABC | Source: ABC Local | Byline: Simon Leo Brown",http://www.abc.net.au/reslib/201101/r708547_5514780.JPG,,-37.8046864,144.9716488,ABC News
392,Melbourne braces for Comedy Festival,23/02/08 - [link](http://www.abc.net.au/local/photos/2012/02/24/3439168.htm) - Bob Downe encourages you to reserve your tickets for the Melbourne International Comedy Festival - Copyright: ABC | Source: ABC Local | Byline: Simon Leo Brown,http://www.abc.net.au/reslib/201202/r899885_9128938.jpg,,-37.820732,144.968937,ABC News
393,Melbourne fans brave cold for Michael Jackson memorial,07/07/05 - [link](http://www.abc.net.au/local/photos/2009/07/08/2619819.htm),,,-37.81802671,144.968757,ABC News
394,Melbourne marks NAIDOC week,08/07/06 - [link](http://www.abc.net.au/local/photos/2010/07/09/2949613.htm),,,-37.81766227,144.9673247,ABC News
395,Melbourne's AFL Grand Final parade photo gallery,29/09/07 - [link](http://www.abc.net.au/local/photos/2011/09/30/3329811.htm) - Cameron Ling and Nick Maxwell hold the premiership cup aloft - Copyright: ABC | Source: ABC Melbourne | Byline: Peter Giafis,http://www.abc.net.au/reslib/201109/r835052_7735109.jpg,,-37.80543123,144.9632156,ABC News
396,Melbourne's emerging artists present global sights and sounds,16/06/09 - [link](http://www.abc.net.au/local/photos/2013/06/17/3783122.htm) - The Australia-Burma Society Dance Workshop at Fitzroy - Copyright: ABC | Source: | Byline:,http://www.abc.net.au/reslib/201306/r1130651_13928865.JPG,,-37.80134953,144.9802423,ABC News
397,Melbourne's Palace Theatre falls silent for the last time,15/05/10 - [link](http://www.abc.net.au/local/photos/2014/05/16/4006055.htm) -  - Copyright: ABC | Source: ABC Local | Byline: Clare Rawlinson,http://www.abc.net.au/reslib/201405/r1276938_17257469.JPG,,-37.8114397,144.9722886,ABC News
398,Messages of hope,03/02/06 - [link](http://www.abc.net.au/local/photos/2010/02/04/2809844.htm),,,-37.81022154,144.9648102,ABC News
399,Mums of newborns celebrate Mother's Day,07/05/07 - [link](http://www.abc.net.au/local/photos/2011/05/08/3210640.htm) - Baby Princess with Mum who came from Liberia to Australia last year - Copyright: ABC | Source: used with Permission | Byline:,http://www.abc.net.au/reslib/201105/r762642_6424311.JPG,,-37.798758,144.955899,ABC News
400,Oh baby - Say hello to baby elephant Dokkoon,08/02/06 - [link](http://www.abc.net.au/local/photos/2010/02/09/2814335.htm),,,-37.78524305,144.9521032,ABC News
401,On the beat in Melbourne,20/09/05 - [link](http://www.abc.net.au/local/photos/2009/09/21/2691869.htm),,,-37.821937,144.9532,ABC News
402,Photos: 774 footy fever on AFL Grand Final eve,26/09/09 - [link](http://www.abc.net.au/local/photos/2013/09/27/3857899.htm) - Red Symons draws the winner of Grand Final tickets as Gerard Whateley looks on - Copyright: ABC | Source: ABC Local | Byline: Simon Leo Brown,http://www.abc.net.au/reslib/201309/r1180153_15081508.JPG,,-37.82375,144.967102,ABC News
403,Photos: Together For Victoria,21/02/05 - [link](http://www.abc.net.au/local/photos/2009/02/22/2498043.htm),,,-37.82172189,144.9785069,ABC News
404,Rain on the parade,24/09/05 - [link](http://www.abc.net.au/local/photos/2009/09/25/2696788.htm),,,-37.81322526,144.9741,ABC News
405,Red carpet opening,16/09/05 - [link](http://www.abc.net.au/local/photos/2009/09/17/2689198.htm),,,-37.81735716,144.9697495,ABC News
406,Richelle rescued by jaws of life,19/04/07 - [link](http://www.abc.net.au/local/photos/2011/04/20/3196825.htm) - Richelle Hunt reports for ABC Melbourne as she is freed from a car during a mock rescue at Federation Square. - Copyright: ABC | Source: ABC Melbourne | Byline: Peter Giafis,http://www.abc.net.au/reslib/201104/r754794_6290562.JPG,,-37.81783602,144.9685103,ABC News
407,Score with 774: Aus Open highlights,23/01/10 - [link](http://www.abc.net.au/local/photos/2014/01/24/3931628.htm) - Pletikos sisters Natasha and Emily celebrating Natasha's birthday at the Big Ted Arena. - Copyright: ABC | Source: ABC | Byline: Alyssa Allen,http://www.abc.net.au/reslib/201401/r1228466_16172128.jpg,,-37.8218024,144.9808002,ABC News
408,Service commemorates bushfires,14/02/05 - [link](http://www.abc.net.au/local/photos/2009/02/15/2491936.htm),,,-37.8127167,144.9814653,ABC News
409,"Six-year-old Isabelle worried about ABC, holds bake-off","05/02/10 - [link](http://www.abc.net.au/local/photos/2014/02/06/3939162.htm) - ABC Managing Direcor Mark Scott holds a $40 cheque from six year old Isabelle, who raised the money with a bake stall - Copyright: ABC | Source: ABC Local | Byline: Simon Leo Brown",http://www.abc.net.au/reslib/201402/r1233633_16287872.jpg,,-37.8236711,144.9662814,ABC News
410,"Tears, dust and ashes: a service of prayer, hope and remembrance",12/02/05 - [link](http://www.abc.net.au/local/photos/2009/02/13/2491426.htm),,,-37.81707323,144.9677378,ABC News
411,The 2009 Brownlow Medal,20/09/05 - [link](http://www.abc.net.au/local/photos/2009/09/21/2692456.htm),,,-37.82400373,144.9572986,ABC News
412,The Melbourne Art Fair 2012,"07/08/08 - [link](http://www.abc.net.au/local/photos/2012/08/08/3563317.htm) - Mime, Melbourne Art Fair 2012. - Copyright: ABC | Source: ABC | Byline: Caleb Cluff",http://www.abc.net.au/reslib/201208/r984697_10811918.jpg,,-37.80478275,144.9720562,ABC News
413,The strange world of Stifter's Dinge,07/10/06 - [link](http://www.abc.net.au/local/photos/2010/10/08/3033416.htm) - The show starts with the stage barely lit - Copyright: ABC | Source: ABC Local | Byline: Simon Leo Brown,http://www.abc.net.au/reslib/201010/r652460_4599090.jpg,,-37.827046,144.966925,ABC News
414,Victoria Police launch new uniform with catwalk show,04/12/08 - [link](http://www.abc.net.au/local/photos/2012/12/05/3648001.htm) - Police and Protective Service Officers model their new uniforms as Chief Commissioner Ken Lay speaks to the assembled crowd - Copyright: ABC | Source: ABC Local | Byline: Simon Leo Brown,http://www.abc.net.au/reslib/201212/r1044571_12072637.jpg,,-37.822574,144.952315,ABC News
